tenure,monthly_charges,senior_citizen,tenure_monthly_interaction,avg_monthly_charge,charge_per_service,contract_risk,payment_risk,tenure_risk,overall_risk_score,high_value_customer,contract_type_encoded,payment_method_encoded,streaming_movies_encoded,contract_payment_interaction_encoded,churn
0.744849041092901,1.1663782315355635,0.9874783891459192,1.4705745573759859,-0.3444939819112874,0.8623444402338843,-1.2213512807898579,0.29663154629528315,-0.6109342456169171,-0.1907148437611346,1.7320508075688774,1.2213512807898579,1.3401931406282854,-1.2289582204122647,1.5861046145478963,0
-1.0377434390295637,-1.0346443086565793,0.9874783891459192,-1.029074239396438,0.2176822636820061,-0.9905629891136105,-1.2213512807898579,0.29663154629528315,0.44806080658782743,-0.1907148437611346,-0.5773502691896258,1.2213512807898579,1.3401931406282854,1.2164864525800037,1.5861046145478963,0
1.7084125438618007,-0.1595536686595155,0.9874783891459192,1.1166304275604575,-0.5640389200852768,-0.147942407228859,0.013709171015034442,1.500982119966754,-0.6109342456169171,0.39519865473697496,-0.5773502691896258,-0.013709171015034442,0.4458366904258927,-0.006235883916130412,0.1320566372941824,0
1.1784526173389058,0.6757843053507192,0.9874783891459192,1.507431135202923,-0.5102833376734776,1.6535390405575239,0.013709171015034442,-0.9077190273761875,-0.6109342456169171,-1.3625418407573537,-0.5773502691896258,-0.013709171015034442,-1.3428762099788927,-0.006235883916130412,-0.44956255360730313,0
-0.7486743881988938,0.48609612990016504,0.9874783891459192,-0.42245387875359186,-0.04285524784783123,0.25769178708061596,0.013709171015034442,1.500982119966754,0.44806080658782743,0.9811121532350845,-0.5773502691896258,-0.013709171015034442,0.4458366904258927,-1.2289582204122647,0.1320566372941824,0
-0.6041398627835588,0.7611548910122486,-1.0126803897601355,-0.19143509542620385,-0.23008921003529234,0.7386034508087685,0.013709171015034442,1.500982119966754,0.44806080658782743,0.39519865473697496,-0.5773502691896258,-0.013709171015034442,0.4458366904258927,1.2164864525800037,0.1320566372941824,0
-1.6158815406909037,-0.9530287587846077,0.9874783891459192,-1.2775161990847523,0.47532432063167573,-0.911975767423986,1.2487696228199268,-0.9077190273761875,2.5660509109973164,1.5670256517331942,-0.5773502691896258,-1.2487696228199268,-0.4485197597765,1.2164864525800037,-1.3219913399595313,1
-0.7004962130604488,-1.3913270607458714,-1.0126803897601355,-1.0000803037380597,0.13296192964648207,-1.4110114032379388,-1.2213512807898579,-0.9077190273761875,0.44806080658782743,-0.1907148437611346,-0.5773502691896258,1.2213512807898579,-1.3428762099788927,-0.006235883916130412,0.713675828195668,0
0.793027216231346,1.4594162760426619,0.9874783891459192,1.7584118348156135,-0.3818396877367443,0.875817273717586,-1.2213512807898579,-0.9077190273761875,-0.6109342456169171,-0.7766283422592442,1.7320508075688774,1.2213512807898579,-1.3428762099788927,1.2164864525800037,0.713675828195668,0
-1.6640597158293486,0.21710335779557635,-1.0126803897601355,-1.2645392157007749,1.6532328198761164,0.7246896111328426,1.2487696228199268,-0.9077190273761875,2.5660509109973164,0.9811121532350845,-0.5773502691896258,-1.2487696228199268,-1.3428762099788927,-1.2289582204122647,-1.6128009354102741,1
-0.3150708119528889,-1.1983754890070732,-1.0126803897601355,-0.7878297367548599,-0.4577742601285978,-1.148218957711416,0.013709171015034442,0.29663154629528315,-0.6109342456169171,-0.7766283422592442,-0.5773502691896258,-0.013709171015034442,1.3401931406282854,-1.2289582204122647,0.4228662327449252,0
0.07035458915467106,1.0296651960014456,-1.0126803897601355,0.6345676392999691,-0.2429517235539752,0.521127055442128,-1.2213512807898579,0.29663154629528315,-0.6109342456169171,-1.3625418407573537,1.7320508075688774,1.2213512807898579,1.3401931406282854,1.2164864525800037,1.5861046145478963,0
-1.6640597158293486,1.4528791218481691,-1.0126803897601355,-1.2273480013940399,4.113091442103526,1.404661396409354,1.2487696228199268,0.29663154629528315,2.5660509109973164,1.5670256517331942,1.7320508075688774,-1.2487696228199268,1.3401931406282854,-1.2289582204122647,-0.7403721490580459,1
1.3229871427542408,-1.143554639082994,0.9874783891459192,-0.10444487223727762,-0.35685299240593954,-1.0954322241421948,1.2487696228199268,1.500982119966754,-0.6109342456169171,1.5670256517331942,-0.5773502691896258,-1.2487696228199268,0.4458366904258927,1.2164864525800037,-1.0311817445087887,0
1.130274442200461,1.1131835375687542,-1.0126803897601355,1.8555942157396996,-0.4951590309196239,0.5900579788912836,0.013709171015034442,-0.9077190273761875,-0.6109342456169171,-0.7766283422592442,1.7320508075688774,-0.013709171015034442,-1.3428762099788927,1.2164864525800037,-0.44956255360730313,0
-0.7486743881988938,1.5166089576099056,0.9874783891459192,-0.09680964973681935,-0.0018433519481438523,1.4660265497301048,0.013709171015034442,-0.9077190273761875,0.44806080658782743,0.39519865473697496,1.7320508075688774,-0.013709171015034442,-1.3428762099788927,-0.006235883916130412,-0.44956255360730313,0
-0.1705362865375539,1.5345017454935848,0.9874783891459192,0.6248883248161985,-0.014981379598778469,1.1895423172142179,-1.2213512807898579,1.500982119966754,-0.6109342456169171,-0.7766283422592442,1.7320508075688774,1.2213512807898579,0.4458366904258927,-0.006235883916130412,1.2952950190971535,0
1.0339180919235709,1.4501847738178595,-1.0126803897601355,2.043057142004485,-0.44582221103460296,1.402067021608239,-1.2213512807898579,0.29663154629528315,-0.6109342456169171,-0.7766283422592442,1.7320508075688774,1.2213512807898579,1.3401931406282854,-1.2289582204122647,1.5861046145478963,0
-0.7004962130604488,0.16920308145235977,-1.0126803897601355,-0.4834670644857137,-0.3730521490428607,0.16861589132492005,0.013709171015034442,-0.9077190273761875,0.44806080658782743,0.39519865473697496,-0.5773502691896258,-0.013709171015034442,-0.4485197597765,-0.006235883916130412,-0.15875295815656038,0
0.600314515677566,-0.4933795920692998,0.9874783891459192,0.08437891744467257,-0.24915032844740925,-0.29977876657716523,-1.2213512807898579,-0.9077190273761875,-0.6109342456169171,-1.3625418407573537,-0.5773502691896258,1.2213512807898579,-1.3428762099788927,-0.006235883916130412,0.713675828195668,0
1.0820962670620158,-1.7088834097359442,0.9874783891459192,-0.7032108744244149,-0.5088242447425749,-1.6397845870989947,0.013709171015034442,1.500982119966754,-0.6109342456169171,0.9811121532350845,-0.5773502691896258,-0.013709171015034442,0.4458366904258927,-0.006235883916130412,0.1320566372941824,0
